"","z[, 1]"
"7159",803
"7160",803
"7161",804
"7162",804
"7163",804
"7164",804
"7165",805
"7166",805
"7167",805
"7168",806
"7169",806
"7170",806
"7171",806
"7172",807
"7173",807
"7174",807
"7175",807
"7176",807
"7177",808
"7178",808
"7179",808
"7180",808
"7181",808
"7182",809
"7183",809
"7184",810
"7185",810
"7186",810
"7187",810
"7188",811
"7189",811
"7190",812
"7191",812
"7192",812
"7193",812
"7194",812
"7195",812
"7196",812
"7197",812
"7198",813
"7199",813
"7200",813
"7201",813
"7202",815
"7203",815
"7204",816
"7205",817
"7206",817
"7207",817
"7208",818
"7209",818
"7210",818
"7211",819
"7212",819
"7213",819
"7214",819
"7215",820
"7216",820
"7217",820
"7218",821
"7219",821
"7220",821
"7221",822
"7222",822
"7223",822
"7224",823
"7225",823
"7226",823
"7227",824
"7228",824
"7229",825
"7230",825
"7231",825
"7232",826
"7233",827
"7234",827
"7235",827
"7236",827
"7237",828
"7238",828
"7239",828
"7240",828
"7241",828
"7242",828
"7243",829
"7244",829
"7245",829
"7246",829
"7247",829
"7248",830
"7249",830
"7250",831
"7251",831
"7252",832
"7253",832
"7254",832
"7255",833
"7256",834
"7257",834
"7258",835
"7259",836
"7260",836
"7261",836
"7262",836
"7263",837
"7264",837
"7265",837
"7266",837
"7267",838
"7268",838
"7269",838
"7270",839
"7271",839
"7272",839
"7273",839
"7274",839
"7275",840
"7276",841
"7277",841
"7278",841
"7279",841
"7280",842
"7281",842
"7282",842
"7283",842
"7284",843
"7285",843
"7286",844
"7287",844
"7288",844
"7289",845
"7290",845
"7291",845
"7292",846
"7293",846
"7294",846
"7295",846
"7296",847
"7297",848
"7298",848
"7299",848
"7300",849
"7301",849
"7302",849
"7303",849
"7304",850
"7305",850
"7306",850
"7307",851
"7308",851
"7309",851
"7310",852
"7311",852
"7312",853
"7313",853
"7314",853
"7315",853
"7316",853
"7317",853
"7318",855
"7319",855
"7320",855
"7321",855
"7322",856
"7323",856
"7324",856
"7325",856
"7326",856
"7327",857
"7328",857
"7329",858
"7330",858
"7331",858
"7332",859
"7333",859
"7334",859
"7335",859
"7336",859
"7337",860
"7338",860
"7339",860
"7340",860
"7341",861
"7342",861
"7343",861
"7344",861
"7345",862
"7346",862
"7347",862
"7348",862
"7349",862
"7350",862
"7351",865
"7352",865
"7353",866
"7354",866
"7355",866
"7356",867
"7357",867
"7358",867
"7359",867
"7360",867
"7361",868
"7362",868
"7363",868
"7364",869
"7365",869
"7366",871
"7367",872
"7368",872
"7369",872
"7370",873
"7371",873
"7372",873
"7373",874
"7374",874
"7375",874
"7376",874
"7377",874
"7378",875
"7379",875
"7380",875
"7381",875
"7382",875
"7383",875
"7384",875
"7385",875
"7386",875
"7387",876
"7388",877
"7389",877
"7390",877
"7391",878
"7392",878
"7393",880
"7394",880
"7395",880
"7396",880
"7397",881
"7398",882
"7399",882
"7400",882
"7401",883
"7402",883
"7403",883
"7404",884
"7405",884
"7406",884
"7407",884
"7408",885
"7409",885
"7410",886
"7411",886
"7412",887
"7413",887
"7414",887
"7415",889
"7416",889
"7417",889
"7418",889
"7419",889
"7420",890
"7421",890
"7422",890
"7423",890
"7424",891
"7425",891
"7426",891
"7427",891
"7428",891
"7429",892
"7430",892
"7431",892
"7432",892
"7433",893
"7434",893
"7435",894
"7436",894
"7437",895
"7438",895
"7439",896
"7440",896
"7441",896
"7442",896
"7443",896
"7444",897
"7445",897
"7446",898
"7447",898
"7448",899
"7449",899
"7450",900
"7451",900
"7452",900
"7453",900
"7454",901
"7455",901
"7456",901
"7457",901
"7458",901
"7459",902
"7460",902
"7461",902
"7462",903
"7463",904
"7464",904
"7465",904
"7466",904
"7467",905
"7468",905
"7469",906
"7470",906
"7471",906
"7472",906
"7473",907
"7474",907
"7475",907
"7476",908
"7477",908
"7478",909
"7479",909
"7480",909
"7481",910
"7482",910
"7483",910
"7484",911
"7485",911
"7486",911
"7487",913
"7488",913
"7489",913
"7490",913
"7491",913
"7492",913
"7493",913
"7494",914
"7495",917
"7496",917
"7497",918
"7498",919
"7499",919
"7500",920
"7501",920
"7502",921
"7503",921
"7504",921
"7505",921
"7506",922
"7507",923
"7508",923
"7509",923
"7510",923
"7511",924
"7512",924
"7513",924
"7514",924
"7515",926
"7516",926
"7517",928
"7518",931
"7519",931
"7520",931
"7521",931
"7522",933
"7523",933
"7524",934
"7525",934
"7526",934
"7527",935
"7528",935
"7529",935
"7530",935
"7531",935
"7532",937
"7533",937
"7534",938
"7535",938
"7536",939
"7537",940
"7538",940
"7539",940
"7540",940
"7541",940
"7542",941
"7543",941
"7544",941
"7545",941
"7546",942
"7547",942
"7548",942
"7549",942
"7550",942
"7551",942
"7552",943
"7553",944
"7554",944
"7555",944
"7556",944
"7557",945
"7558",946
"7559",946
"7560",946
"7561",946
"7562",947
"7563",947
"7564",948
"7565",949
"7566",949
"7567",949
"7568",950
"7569",950
"7570",950
"7571",951
"7572",951
"7573",951
"7574",951
"7575",952
"7576",952
"7577",952
"7578",952
"7579",954
"7580",954
"7581",954
"7582",954
"7583",955
"7584",955
"7585",955
"7586",955
"7587",955
"7588",956
"7589",956
"7590",956
"7591",956
"7592",956
"7593",956
"7594",957
"7595",957
"7596",957
"7597",959
"7598",959
"7599",960
"7600",960
"7601",960
"7602",960
"7603",961
"7604",961
"7605",961
"7606",961
"7607",961
"7608",962
"7609",962
"7610",962
"7611",963
"7612",963
"7613",963
"7614",963
"7615",964
"7616",964
"7617",965
"7618",965
"7619",966
"7620",966
"7621",966
"7622",966
"7623",966
"7624",966
"7625",966
"7626",966
"7627",967
"7628",967
"7629",968
"7630",968
"7631",969
"7632",970
"7633",970
"7634",970
"7635",971
"7636",972
"7637",973
"7638",973
"7639",974
"7640",974
"7641",974
"7642",974
"7643",974
"7644",974
"7645",975
"7646",975
"7647",976
"7648",976
"7649",976
"7650",976
"7651",977
"7652",977
"7653",977
"7654",978
"7655",978
"7656",979
"7657",979
"7658",979
"7659",979
"7660",980
"7661",980
"7662",980
"7663",980
"7664",981
"7665",981
"7666",982
"7667",982
"7668",982
"7669",982
"7670",983
"7671",983
"7672",983
"7673",984
"7674",984
"7675",985
"7676",985
"7677",985
"7678",985
"7679",986
"7680",986
"7681",986
"7682",986
"7683",986
"7684",986
"7685",986
"7686",987
"7687",987
"7688",988
"7689",988
"7690",988
"7691",989
"7692",989
"7693",990
"7694",990
"7695",991
"7696",991
"7697",991
"7698",992
"7699",992
"7700",992
"7701",992
"7702",993
"7703",993
"7704",993
"7705",993
"7706",993
"7707",993
"7708",994
"7709",994
"7710",995
"7711",995
"7712",996
"7713",996
"7714",996
"7715",997
"7716",997
"7717",998
"7718",998
"7719",998
"7720",998
"7721",999
"7722",1000
"7723",1000
"7724",1001
"7725",1001
"7726",1002
"7727",1002
"7728",1004
"7729",1004
"7730",1005
"7731",1005
"7732",1006
"7733",1007
"7734",1007
"7735",1007
"7736",1007
"7737",1007
"7738",1008
"7739",1008
"7740",1008
"7741",1008
"7742",1008
"7743",1008
"7744",1009
"7745",1009
"7746",1009
"7747",1009
"7748",1009
"7749",1009
"7750",1010
"7751",1010
"7752",1010
"7753",1011
"7754",1012
"7755",1012
"7756",1012
"7757",1013
"7758",1014
"7759",1014
"7760",1015
"7761",1016
"7762",1017
"7763",1018
"7764",1018
"7765",1018
"7766",1018
"7767",1019
"7768",1019
"7769",1019
"7770",1019
"7771",1020
"7772",1020
"7773",1020
"7774",1021
"7775",1022
"7776",1022
"7777",1024
"7778",1025
"7779",1025
"7780",1025
"7781",1026
"7782",1026
"7783",1026
"7784",1026
"7785",1026
"7786",1027
"7787",1027
"7788",1028
"7789",1029
"7790",1030
"7791",1030
"7792",1030
"7793",1031
"7794",1031
"7795",1031
"7796",1031
"7797",1032
"7798",1032
"7799",1032
"7800",1032
"7801",1033
"7802",1033
"7803",1034
"7804",1035
"7805",1035
"7806",1036
"7807",1036
"7808",1036
"7809",1036
"7810",1036
"7811",1037
"7812",1037
"7813",1038
"7814",1038
"7815",1038
"7816",1038
"7817",1038
"7818",1040
"7819",1040
"7820",1040
"7821",1040
"7822",1041
"7823",1041
"7824",1042
"7825",1042
"7826",1043
"7827",1043
"7828",1044
"7829",1044
"7830",1044
"7831",1046
"7832",1046
"7833",1046
"7834",1047
"7835",1047
"7836",1047
"7837",1047
"7838",1048
"7839",1048
"7840",1048
"7841",1049
"7842",1049
"7843",1049
"7844",1050
"7845",1050
"7846",1050
"7847",1050
"7848",1051
"7849",1051
"7850",1052
"7851",1052
"7852",1053
"7853",1053
"7854",1053
"7855",1054
"7856",1054
"7857",1054
"7858",1054
"7859",1054
"7860",1055
"7861",1055
"7862",1055
"7863",1056
"7864",1056
"7865",1056
"7866",1056
"7867",1057
"7868",1058
"7869",1058
"7870",1058
"7871",1058
"7872",1059
"7873",1060
"7874",1060
"7875",1061
"7876",1062
"7877",1062
"7878",1063
"7879",1063
"7880",1063
"7881",1064
"7882",1066
"7883",1066
"7884",1067
"7885",1067
"7886",1067
"7887",1067
"7888",1067
"7889",1068
"7890",1068
"7891",1068
"7892",1069
"7893",1069
"7894",1069
"7895",1071
"7896",1071
"7897",1071
"7898",1072
"7899",1072
"7900",1073
"7901",1073
"7902",1073
"7903",1073
"7904",1074
"7905",1075
"7906",1075
"7907",1075
"7908",1075
"7909",1075
"7910",1076
"7911",1076
"7912",1076
"7913",1077
"7914",1077
"7915",1078
"7916",1078
"7917",1078
"7918",1079
"7919",1080
"7920",1080
"7921",1080
"7922",1080
"7923",1081
"7924",1081
"7925",1081
"7926",1081
"7927",1081
"7928",1081
"7929",1081
"7930",1081
"7931",1082
"7932",1083
"7933",1084
"7934",1085
"7935",1085
"7936",1085
"7937",1086
"7938",1086
"7939",1086
"7940",1087
"7941",1087
"7942",1088
"7943",1088
"7944",1088
"7945",1088
"7946",1089
"7947",1089
"7948",1089
"7949",1089
"7950",1090
"7951",1090
"7952",1091
"7953",1093
"7954",1093
"7955",1094
"7956",1096
"7957",1096
"7958",1097
"7959",1097
"7960",1097
"7961",1098
"7962",1100
"7963",1100
"7964",1100
"7965",1101
"7966",1101
"7967",1101
"7968",1102
"7969",1102
"7970",1103
"7971",1103
"7972",1103
"7973",1104
"7974",1104
"7975",1104
"7976",1104
"7977",1105
"7978",1105
"7979",1105
"7980",1105
"7981",1105
"7982",1107
"7983",1108
"7984",1108
"7985",1109
"7986",1109
"7987",1109
"7988",1110
"7989",1110
"7990",1111
"7991",1111
"7992",1112
"7993",1114
"7994",1115
"7995",1115
"7996",1115
"7997",1116
"7998",1116
"7999",1117
"8000",1118
"8001",1118
"8002",1118
"8003",1119
"8004",1119
"8005",1119
"8006",1120
"8007",1120
"8008",1121
"8009",1121
"8010",1122
"8011",1122
"8012",1124
"8013",1124
"8014",1127
"8015",1127
"8016",1127
"8017",1128
"8018",1128
"8019",1129
"8020",1129
"8021",1130
"8022",1130
"8023",1131
"8024",1132
"8025",1132
"8026",1132
"8027",1133
"8028",1133
"8029",1133
"8030",1133
"8031",1133
"8032",1134
"8033",1134
"8034",1134
"8035",1135
"8036",1136
"8037",1136
"8038",1136
"8039",1136
"8040",1137
"8041",1138
"8042",1138
"8043",1139
"8044",1139
"8045",1139
"8046",1140
"8047",1141
"8048",1141
"8049",1141
"8050",1141
"8051",1141
"8052",1141
"8053",1142
"8054",1142
"8055",1143
"8056",1144
"8057",1145
"8058",1145
"8059",1145
"8060",1145
"8061",1145
"8062",1145
"8063",1147
"8064",1148
"8065",1148
"8066",1148
"8067",1149
"8068",1149
"8069",1149
"8070",1151
"8071",1151
"8072",1151
"8073",1152
"8074",1152
"8075",1152
"8076",1152
"8077",1153
"8078",1154
"8079",1154
"8080",1155
"8081",1155
"8082",1155
"8083",1156
"8084",1156
"8085",1157
"8086",1157
"8087",1158
"8088",1158
"8089",1158
"8090",1159
"8091",1159
"8092",1159
"8093",1159
"8094",1160
"8095",1160
"8096",1161
"8097",1161
"8098",1161
"8099",1161
"8100",1162
"8101",1162
"8102",1163
"8103",1163
"8104",1163
"8105",1163
"8106",1163
"8107",1164
"8108",1165
"8109",1165
"8110",1165
"8111",1165
"8112",1165
"8113",1165
"8114",1166
"8115",1167
"8116",1167
"8117",1168
"8118",1168
"8119",1169
"8120",1169
"8121",1170
"8122",1170
"8123",1170
"8124",1171
"8125",1171
"8126",1171
"8127",1171
"8128",1171
"8129",1171
"8130",1172
"8131",1173
"8132",1173
"8133",1174
"8134",1174
"8135",1174
"8136",1174
"8137",1175
"8138",1176
"8139",1176
"8140",1177
"8141",1177
"8142",1178
"8143",1178
"8144",1179
"8145",1179
"8146",1180
"8147",1181
"8148",1181
"8149",1181
"8150",1183
"8151",1183
"8152",1183
"8153",1183
"8154",1183
"8155",1184
"8156",1184
"8157",1185
"8158",1185
"8159",1185
"8160",1186
"8161",1186
"8162",1186
"8163",1187
"8164",1188
"8165",1188
"8166",1188
"8167",1188
"8168",1189
"8169",1189
"8170",1190
"8171",1190
"8172",1190
"8173",1190
"8174",1191
"8175",1191
"8176",1193
"8177",1194
"8178",1194
"8179",1195
"8180",1195
"8181",1196
"8182",1196
"8183",1197
"8184",1197
"8185",1198
"8186",1199
"8187",1199
"8188",1199
"8189",1199
"8190",1200
"8191",1200
"8192",1201
"8193",1201
"8194",1202
"8195",1202
"8196",1202
"8197",1203
"8198",1203
"8199",1203
"8200",1203
"8201",1204
"8202",1204
"8203",1206
"8204",1207
"8205",1207
"8206",1208
"8207",1208
"8208",1208
"8209",1209
"8210",1210
"8211",1210
"8212",1211
"8213",1212
"8214",1212
"8215",1213
"8216",1214
"8217",1214
"8218",1215
"8219",1215
"8220",1216
"8221",1216
"8222",1217
"8223",1217
"8224",1218
"8225",1220
"8226",1220
"8227",1223
"8228",1223
"8229",1223
"8230",1224
"8231",1225
"8232",1225
"8233",1225
"8234",1227
"8235",1229
"8236",1229
"8237",1229
"8238",1229
"8239",1229
"8240",1229
"8241",1231
"8242",1232
"8243",1232
"8244",1233
"8245",1233
"8246",1233
"8247",1234
"8248",1234
"8249",1235
"8250",1235
"8251",1236
"8252",1237
"8253",1238
"8254",1239
"8255",1239
"8256",1239
"8257",1239
"8258",1240
"8259",1241
"8260",1242
"8261",1242
"8262",1242
"8263",1243
"8264",1243
"8265",1244
"8266",1244
"8267",1244
"8268",1245
"8269",1246
"8270",1246
"8271",1247
"8272",1248
"8273",1250
"8274",1250
"8275",1250
"8276",1252
"8277",1252
"8278",1252
"8279",1253
"8280",1253
"8281",1253
"8282",1254
"8283",1254
"8284",1255
"8285",1256
"8286",1256
"8287",1257
"8288",1258
"8289",1258
"8290",1258
"8291",1258
"8292",1259
"8293",1261
"8294",1262
"8295",1262
"8296",1263
"8297",1263
"8298",1265
"8299",1266
"8300",1268
"8301",1268
"8302",1268
"8303",1269
"8304",1269
"8305",1270
"8306",1270
"8307",1270
"8308",1270
"8309",1271
"8310",1272
"8311",1272
"8312",1272
"8313",1273
"8314",1273
"8315",1275
"8316",1276
"8317",1276
"8318",1276
"8319",1277
"8320",1279
"8321",1279
"8322",1279
"8323",1279
"8324",1280
"8325",1281
"8326",1281
"8327",1282
"8328",1282
"8329",1283
"8330",1283
"8331",1284
"8332",1284
"8333",1284
"8334",1285
"8335",1285
"8336",1286
"8337",1286
"8338",1286
"8339",1287
"8340",1287
"8341",1289
"8342",1289
"8343",1290
"8344",1290
"8345",1290
"8346",1290
"8347",1291
"8348",1292
"8349",1292
"8350",1292
"8351",1293
"8352",1293
"8353",1294
"8354",1295
"8355",1295
"8356",1295
"8357",1296
"8358",1297
"8359",1297
"8360",1297
"8361",1299
"8362",1299
"8363",1299
"8364",1299
"8365",1299
"8366",1299
"8367",1300
"8368",1300
"8369",1300
"8370",1301
"8371",1302
"8372",1304
"8373",1305
"8374",1305
"8375",1306
"8376",1307
"8377",1307
"8378",1308
"8379",1309
"8380",1309
"8381",1310
"8382",1310
"8383",1311
"8384",1312
"8385",1313
"8386",1313
"8387",1313
"8388",1314
"8389",1314
"8390",1315
"8391",1315
"8392",1317
"8393",1318
"8394",1318
"8395",1318
"8396",1318
"8397",1318
"8398",1318
"8399",1319
"8400",1320
"8401",1322
"8402",1322
"8403",1322
"8404",1322
"8405",1323
"8406",1323
"8407",1323
"8408",1325
"8409",1325
"8410",1325
"8411",1326
"8412",1326
"8413",1329
"8414",1330
"8415",1331
"8416",1331
"8417",1332
"8418",1333
"8419",1333
"8420",1334
"8421",1335
"8422",1335
"8423",1335
"8424",1335
"8425",1335
"8426",1336
"8427",1336
"8428",1337
"8429",1337
"8430",1337
"8431",1337
"8432",1337
"8433",1338
"8434",1338
"8435",1339
"8436",1339
"8437",1339
"8438",1340
"8439",1340
"8440",1340
"8441",1341
"8442",1342
"8443",1342
"8444",1342
"8445",1343
"8446",1343
"8447",1343
"8448",1344
"8449",1346
"8450",1347
"8451",1348
"8452",1348
"8453",1349
"8454",1349
"8455",1350
"8456",1352
"8457",1353
"8458",1353
"8459",1354
"8460",1354
"8461",1354
"8462",1355
"8463",1355
"8464",1355
"8465",1356
"8466",1356
"8467",1356
"8468",1356
"8469",1357
"8470",1357
"8471",1358
"8472",1358
"8473",1358
"8474",1359
"8475",1359
"8476",1359
"8477",1359
"8478",1359
"8479",1360
"8480",1361
"8481",1361
"8482",1362
"8483",1362
"8484",1364
"8485",1364
"8486",1366
"8487",1366
"8488",1367
"8489",1367
"8490",1368
"8491",1368
"8492",1369
"8493",1371
"8494",1372
"8495",1373
"8496",1373
"8497",1373
"8498",1373
"8499",1374
"8500",1375
"8501",1375
"8502",1376
"8503",1377
"8504",1377
"8505",1378
"8506",1378
"8507",1378
"8508",1379
"8509",1379
"8510",1382
"8511",1383
"8512",1384
"8513",1384
"8514",1384
"8515",1384
"8516",1385
"8517",1386
"8518",1386
"8519",1386
"8520",1386
"8521",1386
"8522",1387
"8523",1387
"8524",1387
"8525",1387
"8526",1388
"8527",1388
"8528",1388
"8529",1389
"8530",1390
"8531",1390
"8532",1391
"8533",1391
"8534",1391
"8535",1391
"8536",1392
"8537",1393
"8538",1393
"8539",1395
"8540",1395
"8541",1396
"8542",1396
"8543",1397
"8544",1397
"8545",1398
"8546",1398
"8547",1399
"8548",1400
"8549",1400
"8550",1400
"8551",1401
"8552",1401
"8553",1402
"8554",1402
"8555",1402
"8556",1403
"8557",1403
"8558",1403
"8559",1403
"8560",1405
"8561",1406
"8562",1406
"8563",1407
"8564",1407
"8565",1408
"8566",1408
"8567",1410
"8568",1412
"8569",1412
"8570",1412
"8571",1413
"8572",1414
"8573",1414
"8574",1414
"8575",1416
"8576",1416
"8577",1417
"8578",1418
"8579",1418
"8580",1419
"8581",1420
"8582",1420
"8583",1420
"8584",1422
"8585",1423
"8586",1424
"8587",1424
"8588",1424
"8589",1424
"8590",1425
"8591",1426
"8592",1427
"8593",1427
"8594",1427
"8595",1428
"8596",1428
"8597",1429
"8598",1429
"8599",1429
"8600",1430
"8601",1430
"8602",1430
"8603",1432
"8604",1432
"8605",1433
"8606",1434
"8607",1434
"8608",1434
"8609",1435
"8610",1436
"8611",1436
"8612",1436
"8613",1438
"8614",1439
"8615",1439
"8616",1440
"8617",1440
"8618",1440
"8619",1440
"8620",1441
"8621",1441
"8622",1441
"8623",1442
"8624",1443
"8625",1444
"8626",1445
"8627",1446
"8628",1446
"8629",1446
"8630",1447
"8631",1448
"8632",1450
"8633",1451
"8634",1452
"8635",1452
"8636",1452
"8637",1452
"8638",1453
"8639",1454
"8640",1456
"8641",1456
"8642",1458
"8643",1458
"8644",1458
"8645",1458
"8646",1458
"8647",1459
"8648",1460
"8649",1460
"8650",1462
"8651",1463
"8652",1464
"8653",1464
"8654",1464
"8655",1465
"8656",1465
"8657",1466
"8658",1466
"8659",1466
"8660",1467
"8661",1467
"8662",1467
"8663",1468
"8664",1468
"8665",1469
"8666",1472
"8667",1473
"8668",1473
"8669",1474
"8670",1475
"8671",1477
"8672",1477
"8673",1478
"8674",1479
"8675",1479
"8676",1479
"8677",1480
"8678",1480
"8679",1481
"8680",1482
"8681",1483
"8682",1484
"8683",1484
"8684",1485
"8685",1485
"8686",1486
"8687",1486
"8688",1487
"8689",1487
"8690",1488
"8691",1488
"8692",1489
"8693",1489
"8694",1490
"8695",1491
"8696",1491
"8697",1492
"8698",1492
"8699",1492
"8700",1492
"8701",1494
"8702",1495
"8703",1495
"8704",1496
"8705",1499
"8706",1499
"8707",1500
"8708",1501
"8709",1502
"8710",1502
"8711",1503
"8712",1503
"8713",1504
"8714",1505
"8715",1505
"8716",1505
"8717",1506
"8718",1506
"8719",1506
"8720",1508
"8721",1509
"8722",1509
"8723",1509
"8724",1510
"8725",1510
"8726",1510
"8727",1511
"8728",1511
"8729",1512
"8730",1513
"8731",1514
"8732",1514
"8733",1514
"8734",1514
"8735",1514
"8736",1514
"8737",1515
"8738",1516
"8739",1516
"8740",1519
"8741",1519
"8742",1519
"8743",1519
"8744",1520
"8745",1520
"8746",1520
"8747",1520
"8748",1521
"8749",1521
"8750",1525
"8751",1526
"8752",1527
"8753",1527
"8754",1527
"8755",1528
"8756",1528
"8757",1530
"8758",1532
"8759",1532
"8760",1532
"8761",1534
"8762",1534
"8763",1536
"8764",1539
"8765",1539
"8766",1541
"8767",1541
"8768",1541
"8769",1542
"8770",1543
"8771",1543
"8772",1543
"8773",1545
"8774",1547
"8775",1547
"8776",1548
"8777",1549
"8778",1550
"8779",1550
"8780",1551
"8781",1551
"8782",1551
"8783",1552
"8784",1552
"8785",1552
"8786",1552
"8787",1552
"8788",1554
"8789",1555
"8790",1555
"8791",1556
"8792",1557
"8793",1558
"8794",1558
"8795",1558
"8796",1560
"8797",1560
"8798",1560
"8799",1562
"8800",1562
"8801",1563
"8802",1563
"8803",1564
"8804",1564
"8805",1564
"8806",1565
"8807",1566
"8808",1566
"8809",1566
"8810",1569
"8811",1569
"8812",1569
"8813",1569
"8814",1570
"8815",1571
"8816",1571
"8817",1571
"8818",1571
"8819",1572
"8820",1573
"8821",1573
"8822",1573
"8823",1575
"8824",1575
"8825",1575
"8826",1576
"8827",1576
"8828",1576
"8829",1578
"8830",1579
"8831",1579
"8832",1580
"8833",1580
"8834",1581
"8835",1581
"8836",1582
"8837",1582
"8838",1582
"8839",1583
"8840",1583
"8841",1583
"8842",1584
"8843",1584
"8844",1584
"8845",1585
"8846",1585
"8847",1585
"8848",1587
"8849",1587
"8850",1587
"8851",1588
"8852",1588
"8853",1588
"8854",1589
"8855",1589
"8856",1591
"8857",1593
"8858",1594
"8859",1594
"8860",1594
"8861",1595
"8862",1595
"8863",1596
"8864",1597
"8865",1598
"8866",1599
"8867",1600
"8868",1600
"8869",1601
"8870",1601
"8871",1601
"8872",1601
"8873",1602
"8874",1602
"8875",1603
"8876",1603
"8877",1604
"8878",1604
"8879",1606
"8880",1606
"8881",1606
"8882",1607
"8883",1607
"8884",1608
"8885",1608
"8886",1608
"8887",1609
"8888",1610
"8889",1611
"8890",1611
"8891",1612
"8892",1613
"8893",1613
"8894",1614
"8895",1615
"8896",1618
"8897",1618
"8898",1619
"8899",1620
"8900",1621
"8901",1622
"8902",1622
"8903",1623
"8904",1624
"8905",1625
"8906",1625
"8907",1626
"8908",1626
"8909",1626
"8910",1627
"8911",1627
"8912",1627
"8913",1628
"8914",1629
"8915",1630
"8916",1630
"8917",1630
"8918",1630
"8919",1631
"8920",1632
"8921",1633
"8922",1633
"8923",1634
"8924",1634
"8925",1634
"8926",1639
"8927",1639
"8928",1640
"8929",1641
"8930",1641
"8931",1643
"8932",1644
"8933",1645
"8934",1645
"8935",1645
"8936",1646
"8937",1646
"8938",1646
"8939",1646
"8940",1646
"8941",1647
"8942",1647
"8943",1647
"8944",1647
"8945",1647
"8946",1647
"8947",1649
"8948",1649
"8949",1650
"8950",1651
"8951",1651
"8952",1651
"8953",1651
"8954",1652
"8955",1652
"8956",1653
"8957",1654
"8958",1657
"8959",1657
"8960",1657
"8961",1658
"8962",1658
"8963",1658
"8964",1662
"8965",1663
"8966",1664
"8967",1664
"8968",1665
"8969",1665
"8970",1666
"8971",1667
"8972",1667
"8973",1669
"8974",1669
"8975",1670
"8976",1672
"8977",1672
"8978",1674
"8979",1674
"8980",1675
"8981",1675
"8982",1675
"8983",1676
"8984",1677
"8985",1678
"8986",1678
"8987",1679
"8988",1680
"8989",1681
"8990",1682
"8991",1682
"8992",1682
"8993",1684
"8994",1684
"8995",1685
"8996",1688
"8997",1689
"8998",1690
"8999",1691
"9000",1692
"9001",1692
"9002",1692
"9003",1693
"9004",1693
"9005",1693
"9006",1693
"9007",1693
"9008",1694
"9009",1696
"9010",1697
"9011",1697
"9012",1699
"9013",1699
"9014",1700
"9015",1700
"9016",1701
"9017",1701
"9018",1701
"9019",1701
"9020",1703
"9021",1703
"9022",1704
"9023",1704
"9024",1704
"9025",1705
"9026",1706
"9027",1706
"9028",1708
"9029",1708
"9030",1711
"9031",1712
"9032",1712
"9033",1713
"9034",1714
"9035",1715
"9036",1716
"9037",1716
"9038",1718
"9039",1719
"9040",1720
"9041",1720
"9042",1721
"9043",1722
"9044",1724
"9045",1726
"9046",1726
"9047",1727
"9048",1727
"9049",1727
"9050",1727
"9051",1728
"9052",1729
"9053",1729
"9054",1729
"9055",1730
"9056",1731
"9057",1731
"9058",1731
"9059",1731
"9060",1732
"9061",1732
"9062",1732
"9063",1732
"9064",1733
"9065",1734
"9066",1734
"9067",1734
"9068",1734
"9069",1736
"9070",1738
"9071",1738
"9072",1740
"9073",1743
"9074",1743
"9075",1744
"9076",1744
"9077",1745
"9078",1745
"9079",1745
"9080",1746
"9081",1746
"9082",1747
"9083",1747
"9084",1747
"9085",1747
"9086",1748
"9087",1748
"9088",1748
"9089",1749
"9090",1750
"9091",1750
"9092",1750
"9093",1751
"9094",1752
"9095",1753
"9096",1754
"9097",1755
"9098",1756
"9099",1757
"9100",1759
"9101",1759
"9102",1759
"9103",1760
"9104",1760
"9105",1760
"9106",1761
"9107",1761
"9108",1762
"9109",1763
"9110",1763
"9111",1763
"9112",1764
"9113",1765
"9114",1765
"9115",1766
"9116",1766
"9117",1767
"9118",1770
"9119",1770
"9120",1771
"9121",1772
"9122",1772
"9123",1774
"9124",1774
"9125",1774
"9126",1775
"9127",1776
"9128",1776
"9129",1777
"9130",1777
"9131",1779
"9132",1780
"9133",1780
"9134",1780
"9135",1780
"9136",1781
"9137",1781
"9138",1781
"9139",1781
"9140",1781
"9141",1784
"9142",1784
"9143",1785
"9144",1786
"9145",1786
"9146",1788
"9147",1789
"9148",1789
"9149",1789
"9150",1789
"9151",1790
"9152",1792
"9153",1792
"9154",1792
"9155",1792
"9156",1793
"9157",1794
"9158",1795
"9159",1796
"9160",1796
"9161",1797
"9162",1798
"9163",1799
"9164",1799
"9165",1799
"9166",1800
"9167",1800
"9168",1800
"9169",1801
"9170",1801
"9171",1802
"9172",1802
"9173",1802
"9174",1805
"9175",1805
"9176",1807
"9177",1807
"9178",1810
"9179",1811
"9180",1811
"9181",1813
"9182",1814
"9183",1814
"9184",1814
"9185",1815
"9186",1816
"9187",1816
"9188",1816
"9189",1818
"9190",1818
"9191",1819
"9192",1821
"9193",1822
"9194",1822
"9195",1824
"9196",1825
"9197",1826
"9198",1827
"9199",1829
"9200",1830
"9201",1831
"9202",1831
"9203",1831
"9204",1832
"9205",1832
"9206",1833
"9207",1834
"9208",1834
"9209",1835
"9210",1836
"9211",1837
"9212",1838
"9213",1838
"9214",1839
"9215",1839
"9216",1839
"9217",1839
"9218",1842
"9219",1843
"9220",1843
"9221",1843
"9222",1844
"9223",1844
"9224",1844
"9225",1845
"9226",1846
"9227",1846
"9228",1846
"9229",1846
"9230",1846
"9231",1847
"9232",1849
"9233",1851
"9234",1852
"9235",1852
"9236",1852
"9237",1854
